SlNo,FarmerAge,FarmerEduaction,InvolveWithShrimpFarming,Latitude,Longitude,Zone,PriorLandUse,Area_ha,SoilType,CanalDepth_ft,GherDepth_ft,Operator,FertilizerUse,ChemicalUsePondPreparation,ChemicalUseWaterTreatment,Aerator,GherDryAfterHarvest,SludgeRemovalMethods,SludgeRemovalInterval,MaintainAndRepairDikes,PeriodOfFallow,WaterSource_DirectNatural,WaterSource_IndirectNatural,WaterComingViaOtherFarms,Reservoir,WaterExchangeFrequency,InletOutlet,CultureMethod,SourceOfFingerling,StockingDensity_PL/40MeterSquare,StockingAge_Days,PLQuality,CropRotation,FeedType,FeedAdditives,BirdScare,CrabFench,FootBath,LimitedAccess,SameEquipmentForWholeCultureArea,CulturePractice,Temperature,pH,Salinity,PreviousPrevalence(%),CurrentPrevalance(%),VirusDetected
71,48,Primary,14,22.697999,89.415126,Khulna,3,0.32388663967611336,2,3.5,3.0,0,3,1,3,0,1,1,3,2,45,1,0,0,0,4,1,1,2,119.37844314955363,7,3,1,3,1,0,0,0,0,1,2,27.635073545864493,8.0,13.371008901982037,99.72427705773963,40,1
13,37,Secondary,9,22.59757,89.726408,Bagerhat,3,0.4048582995951417,2,5.0,2.0,0,4,1,1,0,1,1,3,2,75,1,0,0,0,4,0,3,2,50.42075249563071,32,2,1,3,0,0,0,0,0,1,2,24.257970213777096,7.5,7.049597500278468,30.826434083844028,0,0
45,29,Secondary,4,22.7404847,89.4649385,Khulna,3,0.2631578947368421,2,6.0,4.0,1,3,3,3,1,1,3,2,2,30,0,1,0,1,2,0,4,2,323.8098893270039,15,1,0,2,1,1,1,1,1,0,1,24.0,8.0,12.680954360041572,21.67782776769002,0,0
156,45,Primary,16,22.64748,89.044991,Satkhira,3,0.26720647773279355,3,3.0,2.0,1,3,1,1,0,1,3,2,2,50,0,4,1,0,1,1,1,2,201.04220481192883,28,2,1,1,0,0,0,0,0,1,2,26.648482208787442,6.0,10.935286441785626,43.10861348082855,0,0
27,40,Higher Secondary,9,22.768267,89.341026,Khulna,3,0.44534412955465585,2,4.0,1.0,1,1,1,1,0,1,1,2,2,45,0,2,0,0,3,0,3,2,305.7631981894145,12,2,1,3,0,0,0,0,0,1,2,30.2781479769151,7.0,3.9889708332558778,100.0,0,0
159,48,Higher Secondary,18,22.670353,89.050727,Satkhira,3,0.44534412955465585,3,3.0,1.0,1,3,1,1,0,1,3,2,2,45,0,2,0,0,1,1,1,2,394.38489705701323,30,2,1,5,0,0,0,0,1,1,2,27.76747246689428,6.0,3.2726411612017574,40.87734350798324,0,0
81,48,Primary,18,22.698237,89.415383,Khulna,3,0.242914979757085,2,4.0,3.0,1,3,1,3,0,1,1,2,2,50,2,0,0,0,4,1,1,2,117.64906738278842,15,2,0,3,1,0,0,0,0,0,2,28.421793982296652,7.5,12.34255544602058,55.91020577428217,35,1
145,61,No,9,22.690644,89.474009,Khulna,3,1.214574898785425,2,4.0,2.0,1,3,1,1,0,1,2,2,2,30,0,2,0,0,3,1,1,2,101.13020601797129,18,2,1,1,0,0,0,0,0,1,2,25.803957592468183,8.0,12.285182295292792,47.99059443554022,0,0
107,35,Junior Secondary,20,22.702213,89.471484,Khulna,3,0.4048582995951417,2,5.0,3.0,1,3,1,3,0,1,1,3,2,70,1,0,0,0,3,1,1,3,140.70801098463596,20,3,0,3,1,0,0,0,0,1,2,30.13947225657163,7.9,13.462706123816915,58.05472565531643,45,1
130,40,No,4,22.789804,89.33496,Khulna,3,0.1417004048582996,2,42.0,2.5,1,4,1,1,0,1,5,1,2,60,2,0,0,0,3,0,1,3,351.5243867883117,10,2,0,4,0,0,0,0,0,1,2,35.1499173188427,8.5,8.88151668392482,43.38874228315616,35,1
61,50,Secondary,26,22.579497,89.666535,Bagerhat,3,0.21052631578947367,1,3.5,3.0,1,1,1,1,0,1,3,3,2,30,0,4,1,0,1,0,3,1,235.29718924743207,7,2,0,4,1,0,0,0,0,1,2,27.852572306783628,7.5,13.630179515491102,100.0,20,1
45,29,Secondary,4,22.7404847,89.4649385,Khulna,3,0.2631578947368421,2,6.0,4.0,1,3,3,3,1,1,3,2,2,30,0,1,0,1,2,0,4,2,302.8545020263714,15,1,0,2,1,1,1,1,1,0,1,24.0,8.0,11.542196738557285,15.66432561365796,0,0
44,54,Higher Secondary,11,22.7915117,89.7323503,Bagerhat,3,0.3643724696356275,3,4.0,4.0,1,3,3,3,1,1,3,2,2,50,0,1,0,1,2,0,4,2,382.3996400330417,25,1,0,2,1,1,1,1,1,0,1,25.1694041296264,8.0,14.213447265097642,15.0,0,0
132,47,Junior Secondary,8,22.788262,89.335302,Khulna,3,2.0242914979757085,2,4.0,3.0,0,3,1,3,0,1,2,2,2,60,0,4,1,0,3,0,1,2,201.96802541419663,12,2,1,3,1,0,0,0,0,1,2,31.459216768751084,8.0,8.901090599836714,15.0,0,0
108,50,Secondary,20,22.702213,89.471485,Khulna,3,0.2631578947368421,2,3.0,2.0,1,4,1,1,0,1,2,2,2,50,0,4,1,0,3,0,1,3,190.62841552759298,12,3,0,2,0,0,0,0,0,1,2,30.068640418020195,7.8,12.530013084104215,66.51537831798642,15,1
27,40,Higher Secondary,9,22.768267,89.341026,Khulna,3,0.44534412955465585,2,4.0,1.0,1,1,1,1,0,1,1,2,2,45,0,2,0,0,3,0,3,2,339.3640074118594,12,2,1,3,0,0,0,0,0,1,2,29.972567469882776,7.0,4.166063040787147,99.97475761795532,0,0
134,43,Bachelor's,3,22.666389,89.449167,Khulna,1,4.048582995951417,1,0.0,4.5,0,4,3,3,1,1,1,2,4,90,0,1,0,1,1,0,4,2,609.8090415710933,5,2,0,2,0,0,1,1,1,0,1,34.67385281345024,7.8,9.987477913329808,23.56634182472085,0,0
18,50,Junior Secondary,16,22.768724,89.339533,Khulna,3,0.8097165991902834,3,4.0,1.5,1,3,1,1,0,1,3,2,2,180,0,2,0,0,1,1,3,2,395.1708216833306,15,2,1,3,0,0,0,0,0,1,2,27.17724849970275,7.0,7.067066843517489,30.402175088953932,0,0
91,40,Junior Secondary,15,22.692778,89.476389,Khulna,3,0.25101214574898784,1,5.0,3.0,1,4,1,3,0,1,3,2,2,75,1,0,0,0,4,0,1,2,124.96018589830838,10,2,0,1,0,0,0,0,0,0,2,35.37117283674953,8.0,9.580688614878175,26.741448360182893,45,1
11,62,Primary,38,22.596739,89.735445,Bagerhat,3,0.6477732793522267,2,7.0,5.0,0,1,1,1,0,1,2,3,2,45,0,2,0,0,4,1,3,2,225.29572887954666,35,2,1,3,0,0,0,0,0,1,2,24.342243179626486,7.0,8.091530933221868,83.31497189114373,100,1
18,50,Junior Secondary,16,22.768724,89.339533,Khulna,3,0.8097165991902834,3,4.0,1.5,1,3,1,1,0,1,3,2,2,180,0,2,0,0,1,1,3,2,395.8427495881215,15,2,1,3,0,0,0,0,0,1,2,26.520155818015407,7.0,6.44869237235495,28.35037014848177,0,0
9,50,Primary,16,22.596792,89.735502,Bagerhat,3,4.048582995951417,2,6.0,3.0,1,3,1,1,0,1,2,2,2,45,1,0,0,0,4,1,3,2,174.09270771424386,15,2,1,3,1,0,0,0,0,1,2,24.0,7.0,9.791223400598854,32.45001300617835,65,1
118,35,Junior Secondary,15,22.789904,89.343145,Khulna,3,0.2834008097165992,2,4.5,1.5,1,2,1,3,0,1,3,2,2,45,1,0,0,0,3,1,1,3,544.7426624870059,8,2,0,2,1,0,0,0,0,1,2,33.91853802365283,8.5,12.604497844592125,34.852680324969356,0,0
83,36,Higher Secondary,21,22.691579,89.478237,Khulna,3,0.3441295546558704,3,3.0,2.0,1,4,1,1,0,1,2,2,2,30,3,0,0,0,1,1,1,1,136.19229834773407,12,2,0,1,0,0,0,0,0,0,2,32.07374445436687,7.5,13.215027918294489,56.91897544972339,85,1
64,50,Higher Secondary,15,22.676249,89.409887,Khulna,3,0.8502024291497976,3,4.0,3.0,1,3,1,1,0,1,2,2,2,70,0,2,0,0,4,1,1,1,279.22621038806875,15,2,1,4,1,0,0,0,0,1,2,27.58276265085724,7.5,12.027817941127752,100.0,40,1
220,45,Primary,15,22.682859,89.464623,Khulna,3,0.30364372469635625,2,2.5,1.5,1,4,1,1,0,0,5,1,2,45,0,4,1,0,1,1,1,2,87.12251290188286,10,2,0,1,0,0,0,0,0,1,2,29.656208232499914,,20.726726261788745,96.21459724269965,85,1
192,32,Secondary,9,22.681574,89.477038,Khulna,1,1.0121457489878543,3,5.0,3.0,1,3,1,1,0,1,2,2,2,50,0,2,0,0,4,0,1,2,261.27236590233053,8,2,1,1,0,0,0,0,0,1,2,26.628270771246832,,9.696950111471015,63.841764977448726,100,1
62,66,Higher Secondary,22,22.581417,89.666383,Bagerhat,3,0.32388663967611336,1,3.0,2.0,1,1,1,1,0,1,3,2,2,45,0,4,1,0,3,1,1,3,147.01372023126527,15,3,0,4,0,0,0,0,0,1,2,28.798545214575515,7.0,12.334684310860947,30.871245223543514,45,1
80,35,No,15,22.676111,89.408889,Khulna,3,0.1214574898785425,3,4.5,3.0,1,3,1,3,0,1,3,2,2,45,0,1,0,0,3,1,1,1,554.5817519664424,5,1,0,4,0,1,1,1,1,1,1,35.13785579421085,8.6,12.10975107469023,56.35391596149271,90,1
15,52,Primary,11,22.596463,89.722564,Bagerhat,3,0.8097165991902834,2,8.0,3.0,1,4,1,3,0,1,3,3,2,70,1,0,0,0,4,1,1,2,20.0,30,2,1,3,1,0,0,0,0,1,2,26.646111565325334,7.0,10.725836897982354,39.68589940215547,40,1
76,55,Primary,25,22.698237,89.415383,Khulna,1,0.242914979757085,3,4.0,3.0,1,3,1,1,0,1,2,3,2,30,1,0,0,0,4,0,1,1,112.84074121609436,20,2,0,3,0,0,0,0,0,1,2,27.80521551872831,7.5,12.562640492063451,99.37943472515367,15,1
125,60,Secondary,9,22.772555,89.322588,Khulna,3,0.8097165991902834,2,5.0,1.5,1,3,1,3,0,1,3,2,2,30,1,0,0,0,3,1,1,2,587.4982651613356,9,1,0,2,1,0,0,0,0,1,2,34.85225817843575,8.0,11.628415447317865,100.0,35,1
88,47,Primary,25,22.689297,89.478548,Khulna,3,0.1214574898785425,3,4.0,2.0,1,4,1,1,0,1,2,3,2,30,0,4,1,0,3,0,1,1,97.18276412312294,15,2,0,1,0,0,0,0,0,1,2,30.648119937502777,7.0,10.812910971903056,87.28868409788153,0,0
156,45,Primary,16,22.64748,89.044991,Satkhira,3,0.26720647773279355,3,3.0,2.0,1,3,1,1,0,1,3,2,2,50,0,4,1,0,1,1,1,2,181.1193570593044,28,2,1,1,0,0,0,0,0,1,2,27.65898885225256,6.0,9.033856062855255,39.87351913093477,0,0
16,28,Secondary,10,22.597498,89.738968,Bagerhat,3,0.8421052631578947,2,7.5,2.5,1,4,3,3,0,1,3,2,2,75,1,0,0,0,4,1,1,1,86.45351235571403,30,2,1,3,1,0,0,0,0,1,2,27.762165712843185,7.5,12.158034699987006,15.0,0,0
229,53,Secondary,1,22.503056,89.647222,Bagerhat,1,2.834008097165992,1,0.0,4.5,0,4,3,3,1,1,1,2,2,70,0,1,0,0,1,0,4,2,548.4977612324636,30,2,0,2,1,0,1,1,1,0,1,29.240212006231083,7.8,6.265927703004322,63.25947563726002,0,1
117,62,Primary,34,22.788293,89.335034,Khulna,1,0.2793522267206478,3,3.0,2.0,1,3,1,3,0,1,2,2,2,85,1,0,0,0,2,1,1,3,331.87637779900865,12,3,1,3,1,0,0,0,0,1,2,32.23665515028659,7.6,6.876813339031637,29.466051949478416,0,0
138,30,Secondary,25,22.679382,89.476966,Khulna,3,0.6680161943319838,2,3.0,2.0,1,3,1,3,0,1,2,2,2,45,2,0,0,0,3,0,3,3,92.84494696617422,12,2,1,4,1,0,0,0,0,1,2,26.47942339612327,9.0,9.966232415773764,61.07799852681268,0,0
75,55,Higher Secondary,20,22.676317,89.409818,Khulna,1,1.1133603238866396,3,5.0,2.5,1,3,1,3,0,1,3,2,2,55,2,0,0,0,2,1,1,1,143.85898918039015,8,2,1,3,1,0,0,0,0,1,2,27.415407058640312,7.5,14.716805340680525,44.87043668690089,0,0
17,43,Higher Secondary,17,22.768703,89.340587,Khulna,3,0.4008097165991903,3,3.0,2.0,1,1,3,3,0,1,5,1,2,30,0,2,0,0,3,0,1,2,90.07083571175599,40,2,1,3,1,0,0,0,0,1,2,27.06474526299307,7.0,10.620455379546124,31.247305615008727,15,1
228,55,Primary,13,22.682827,89.465918,Khulna,3,1.0121457489878543,2,5.0,2.0,0,3,1,1,0,1,2,2,2,30,3,0,0,0,1,1,1,2,222.205326570105,10,2,0,3,0,0,0,0,0,1,2,28.417406977876354,,15.721691951191218,60.93292803397389,0,0
136,73,Secondary,12,22.729662,89.470217,Khulna,3,0.05263157894736842,2,5.0,5.0,1,4,1,1,0,1,3,3,2,45,1,0,0,0,3,1,1,1,95.15414805678226,13,2,0,5,0,0,0,0,0,0,2,26.692167799384606,8.0,10.808738471169573,52.82155053220929,0,0
26,43,Higher Secondary,19,22.749724,89.321652,Khulna,3,0.26720647773279355,3,5.0,3.0,1,1,3,3,0,1,1,2,1,75,1,0,0,0,1,0,1,2,40.04216529942493,15,2,1,3,1,0,0,0,0,1,2,26.828411096406736,7.5,13.107902840489016,15.886531557690493,15,1
102,58,Primary,20,22.704124,89.476567,Khulna,3,0.27125506072874495,2,4.0,2.5,1,1,1,1,0,1,3,3,2,30,1,0,0,0,3,0,1,1,132.61973389955423,8,2,0,2,0,0,0,0,0,1,2,35.50880614180252,8.5,12.785233478507864,43.52079023055862,70,1
106,27,Secondary,15,22.704591,89.47331,Khulna,3,0.30364372469635625,2,5.0,2.0,1,2,1,1,0,1,3,2,2,50,1,0,0,0,3,0,1,3,127.67168470332781,8,2,0,2,0,0,0,0,0,0,2,32.289372990701324,8.0,13.38757836713685,15.0,0,0
27,40,Higher Secondary,9,22.768267,89.341026,Khulna,3,0.44534412955465585,2,4.0,1.0,1,1,1,1,0,1,1,2,2,45,0,2,0,0,3,0,3,2,366.6805484814058,12,2,1,3,0,0,0,0,0,1,2,29.996056296939816,7.0,3.517455313738153,100.0,0,0
34,70,Primary,28,22.703088,89.473536,Khulna,3,0.242914979757085,1,4.0,2.5,0,2,1,1,0,1,3,2,2,30,1,0,0,0,4,1,3,2,285.30299265797066,20,2,1,2,0,0,0,0,0,1,2,28.51758153491186,7.5,9.525205993792305,82.75765292611437,30,1
127,58,No,20,22.772684,89.322776,Khulna,3,0.6072874493927125,2,4.5,4.5,1,3,1,3,0,1,3,2,2,75,0,4,1,0,4,1,1,2,499.6049985567534,8,2,0,2,1,0,0,0,0,1,2,34.02150890794709,8.5,11.37964417788213,35.12078421535593,35,1
133,58,Higher Secondary,15,22.786425,89.337151,Khulna,3,0.5668016194331984,2,4.0,2.0,1,2,1,1,0,1,3,2,2,45,1,0,0,0,3,1,1,3,281.3164781780582,9,2,0,4,0,0,0,0,0,1,2,33.80094540152339,8.0,9.741284073101369,45.60440726354317,0,0
110,42,Secondary,16,22.824962,89.280683,Khulna,3,0.4048582995951417,3,3.5,3.0,0,3,1,3,0,1,3,2,2,85,0,4,1,0,3,1,1,2,210.55820372684045,12,2,0,3,1,0,0,0,0,1,2,30.522019193236776,7.5,7.780862188209442,15.0,0,0
139,65,No,16,22.676265,89.474326,Khulna,3,0.22267206477732793,2,6.0,3.0,1,4,1,1,0,1,2,3,2,45,0,4,1,0,3,1,1,2,75.5305958047496,15,2,1,5,0,0,0,0,0,1,2,26.91238770780566,9.0,15.50765366152769,65.2084057599566,0,0
90,19,Higher Secondary,7,22.689102,89.476856,Khulna,3,0.11336032388663968,2,5.0,2.5,1,1,1,3,0,1,3,3,2,70,2,0,0,0,3,0,1,3,123.63366311713179,10,2,0,4,1,0,0,0,0,0,2,32.54171383799826,8.5,10.793105997186522,79.0985806781863,0,0
111,54,Primary,20,22.824962,89.280683,Khulna,1,0.3643724696356275,3,4.0,3.0,1,3,1,3,0,1,5,1,1,30,1,0,0,0,3,1,3,2,219.80551555398196,10,2,1,3,1,0,0,0,0,0,2,31.704077173453655,7.8,7.945088265753344,95.34609905415775,45,1
95,38,Junior Secondary,5,22.7970065,89.5272031,Khulna,3,0.3441295546558704,2,5.5,5.0,1,3,3,3,1,1,1,2,2,70,0,1,0,1,3,0,4,2,680.7071727583054,10,1,0,2,1,1,1,1,1,1,1,30.924611341266576,7.6,10.108171376935427,19.82913622333974,0,1
145,61,No,9,22.690644,89.474009,Khulna,3,1.214574898785425,2,4.0,2.0,1,3,1,1,0,1,2,2,2,30,0,2,0,0,3,1,1,2,111.72219726473351,18,2,1,1,0,0,0,0,0,1,2,25.686006907452526,8.0,11.508074506078529,46.400092972510976,0,0
84,51,Higher Secondary,15,22.690481,89.478813,Khulna,1,0.16194331983805668,2,10.0,2.0,1,4,1,1,0,1,3,3,2,45,0,4,1,0,1,0,1,1,101.34916722904573,8,2,0,2,0,0,0,0,0,0,2,34.015239197550564,8.5,11.191769103137975,28.608539397820408,40,1
33,60,Junior Secondary,23,22.706928,89.464016,Khulna,3,0.20242914979757085,3,3.0,1.0,1,3,1,1,0,1,3,2,2,65,1,0,0,0,4,1,3,1,124.52672849125763,30,2,1,3,0,0,0,0,0,1,2,32.95866508874593,6.0,6.045421409827845,39.735092549543126,0,0
101,22,Secondary,3,22.700278,89.472222,Khulna,3,0.10121457489878542,2,3.5,2.0,1,2,1,1,0,1,3,3,2,30,1,0,0,0,3,0,1,2,223.37811709955673,7,2,0,2,0,0,0,0,0,1,2,35.85811667944525,7.9,11.041850172242668,44.43428257434984,20,1
82,36,Primary,10,22.676457,89.410011,Khulna,1,0.728744939271255,2,3.5,2.0,1,3,1,3,0,1,3,2,2,75,1,0,0,0,3,1,1,1,108.5947591777522,8,2,0,4,0,0,0,0,0,1,2,28.573868356127615,7.5,13.227680697511609,22.471324345248384,35,1
148,24,Master's,3,22.7075,89.526667,Khulna,1,2.0242914979757085,1,0.0,5.0,1,4,3,3,1,1,1,2,4,75,0,1,0,1,3,0,4,2,20.0,10,2,0,2,1,0,1,1,1,0,1,35.79549941786803,7.8,4.1728410150723265,15.0,0,0
38,48,Primary,28,22.6647821,89.0897157,Satkhira,3,0.8016194331983806,2,4.0,3.0,1,4,3,1,0,1,3,2,2,30,0,2,0,0,4,1,3,2,539.0233960995242,12,2,1,3,0,0,0,0,0,1,2,27.762059019746808,7.5,15.358915323127345,73.37041382822562,100,1
99,27,Higher Secondary,10,22.700224,89.473475,Khulna,1,0.07692307692307693,2,5.0,2.0,1,4,1,1,0,1,2,3,2,30,1,0,0,0,3,1,1,3,83.28175353643752,7,2,0,1,0,0,0,0,0,1,2,33.67566345334245,8.0,10.306369338060362,73.9284334443226,50,1
1,50,Primary,18,22.801215,89.550397,Khulna,3,0.18218623481781376,1,7.0,5.0,1,1,1,1,0,1,3,3,2,55,0,2,0,0,3,0,1,1,135.03066746593052,15,2,0,3,1,0,0,0,0,1,2,28.481705916423497,8.0,10.620799474062018,75.22374335193236,0,0
228,55,Primary,13,22.682827,89.465918,Khulna,3,1.0121457489878543,2,5.0,2.0,0,3,1,1,0,1,2,2,2,30,3,0,0,0,1,1,1,2,120.19584884314601,10,2,0,3,0,0,0,0,0,1,2,27.44082526125678,,13.010754962678462,71.58186656165732,0,0
67,48,Primary,18,22.697999,89.415126,Khulna,1,0.4251012145748988,3,3.0,2.0,1,2,1,1,0,1,1,2,2,50,1,0,0,0,4,1,1,2,134.89404143228074,15,3,0,4,0,0,0,0,0,1,2,28.2738694961983,7.0,13.84828304388756,100.0,85,1
129,68,Junior Secondary,45,22.788466,89.335748,Khulna,3,0.631578947368421,3,4.0,3.0,1,3,1,1,0,1,1,3,2,60,2,0,0,0,3,1,1,2,236.15312960594696,10,2,1,3,0,0,0,0,0,1,2,31.27840227363403,7.9,8.167243957642967,51.3389733606122,0,0
7,25,Higher Secondary,10,22.597468,89.739096,Bagerhat,3,0.6072874493927125,2,8.0,3.0,1,4,1,1,0,1,3,2,2,115,1,0,0,0,4,0,1,1,86.14015753574496,30,2,1,4,1,0,0,0,0,1,2,25.42580447877843,7.0,8.522487955834132,18.091671541329667,35,1
86,60,Junior Secondary,30,22.689046,89.477361,Khulna,3,0.16194331983805668,1,3.0,2.0,1,4,1,1,0,1,2,3,2,30,0,4,1,0,4,0,1,1,89.4084810982928,20,2,0,1,0,0,0,0,0,1,2,29.406075932990213,7.0,12.533826110543426,60.70844891607376,45,1
45,29,Secondary,4,22.7404847,89.4649385,Khulna,3,0.2631578947368421,2,6.0,4.0,1,3,3,3,1,1,3,2,2,30,0,1,0,1,2,0,4,2,324.11921027750844,15,1,0,2,1,1,1,1,1,0,1,24.0,8.0,11.067186587429585,15.0,0,0
128,48,Primary,7,22.78872,89.334755,Khulna,3,0.25101214574898784,2,5.5,3.0,1,4,1,1,0,1,2,3,2,60,1,0,0,0,3,1,1,3,468.69349007685383,8,2,0,4,0,0,0,0,0,1,2,35.89133897309803,7.6,11.128106234836917,35.72256353262212,0,0
156,45,Primary,16,22.64748,89.044991,Satkhira,3,0.26720647773279355,3,3.0,2.0,1,3,1,1,0,1,3,2,2,50,0,4,1,0,1,1,1,2,202.28404959357093,28,2,1,1,0,0,0,0,0,1,2,26.86080430943464,6.0,10.800010852901432,39.57360448971455,0,0
77,40,Secondary,10,22.676317,89.409818,Khulna,1,0.30364372469635625,2,3.0,1.0,1,4,1,1,0,1,2,2,2,30,1,0,0,0,3,1,1,2,140.4353015427672,13,3,1,4,0,0,0,0,0,1,2,28.55361792335414,8.0,12.924336152984385,50.48078267885855,0,0
145,61,No,9,22.690644,89.474009,Khulna,3,1.214574898785425,2,4.0,2.0,1,3,1,1,0,1,2,2,2,30,0,2,0,0,3,1,1,2,126.78361760772229,18,2,1,1,0,0,0,0,0,1,2,25.3429093791583,8.0,10.242404674147547,44.621913677883455,0,0
16,28,Secondary,10,22.597498,89.738968,Bagerhat,3,0.8421052631578947,2,7.5,2.5,1,4,3,3,0,1,3,2,2,75,1,0,0,0,4,1,1,1,114.72509656395216,30,2,1,3,1,0,0,0,0,1,2,26.86317614696127,7.5,11.013581009778083,20.82264526678449,0,0
232,36,Higher Secondary,2,22.498056,89.644167,Bagerhat,1,40.48582995951417,3,0.0,5.5,0,3,1,3,1,1,1,2,2,75,0,4,1,0,1,0,4,2,454.1211216679354,15,2,0,2,1,0,0,0,0,1,2,29.03795193415099,7.9,7.3522537686726634,15.0,0,0
146,35,Bachelor's,3,22.848611,89.470278,Khulna,1,4.2105263157894735,2,0.0,4.5,0,4,3,3,1,1,2,2,2,75,0,1,0,0,1,0,4,2,618.4707048665927,12,1,0,2,1,0,1,1,1,1,1,30.19501514686718,7.8,12.99889242262305,91.30043091037086,90,1
65,55,Higher Secondary,20,22.695308,89.410054,Khulna,3,0.1417004048582996,3,2.0,1.2,1,3,1,3,0,1,3,2,2,45,2,0,0,0,4,0,1,1,222.965806840977,15,2,1,3,1,0,0,0,0,1,2,28.21591968593354,7.5,12.738470215412486,35.16005605931534,0,0
109,33,Secondary,8,22.78597,89.335551,Khulna,1,0.3562753036437247,2,2.0,3.0,1,4,1,3,0,1,3,2,2,80,0,4,1,0,4,1,1,3,638.9052043840886,10,2,0,2,1,0,0,0,0,1,2,31.63529101343252,7.5,12.632045662313974,44.994895755728436,0,0
37,37,Secondary,22,22.8014033,89.5549314,Bagerhat,3,1.0121457489878543,2,3.0,2.0,1,4,1,1,0,1,5,1,2,45,1,0,0,0,4,1,3,2,266.56405783823584,25,2,1,3,1,0,0,0,0,1,2,28.862310025157225,7.0,12.336336678156695,68.72005234479178,30,1
126,45,Junior Secondary,19,22.772684,89.322776,Khulna,3,1.214574898785425,2,4.5,3.0,1,3,1,1,0,1,3,2,2,30,0,4,1,0,3,0,1,2,457.480800180684,8,1,0,1,0,0,0,0,0,1,2,33.47228129499865,7.5,9.892928401188383,32.5115411799676,40,1
119,32,Primary,10,22.776041,89.326702,Khulna,3,0.32388663967611336,2,4.0,2.0,1,4,1,1,0,1,1,2,2,75,1,0,0,0,3,1,3,3,118.40489877286163,12,3,0,4,0,0,0,0,0,1,2,31.79518560209077,7.5,7.458465334889895,100.0,0,0
28,38,Secondary,18,22.768674,89.339796,Khulna,3,0.5344129554655871,1,5.0,2.5,0,1,1,1,0,1,2,3,2,45,0,2,0,0,1,1,3,3,221.67700687475778,15,2,1,3,0,0,0,0,0,1,2,24.86490593407285,7.5,6.981014194590323,98.40054014846513,100,1
77,40,Secondary,10,22.676317,89.409818,Khulna,1,0.30364372469635625,2,3.0,1.0,1,4,1,1,0,1,2,2,2,30,1,0,0,0,3,1,1,2,187.77578613855823,13,3,1,4,0,0,0,0,0,1,2,29.148004679571706,8.0,15.32543831205108,48.43284099960304,0,0
143,50,Secondary,30,22.690521,89.473944,Khulna,3,8.906882591093117,3,4.0,2.5,0,4,1,1,0,1,3,2,2,45,0,2,0,0,2,1,1,2,67.02689242585194,18,2,1,1,0,0,0,0,0,1,2,26.207647110290143,9.0,13.42747926083023,67.41955619698038,0,0
139,65,No,16,22.676265,89.474326,Khulna,3,0.22267206477732793,2,6.0,3.0,1,4,1,1,0,1,2,3,2,45,0,4,1,0,3,1,1,2,131.56788410020332,15,2,1,5,0,0,0,0,0,1,2,26.761910092707588,9.0,13.557536627354176,67.54207210170114,0,0
57,60,Secondary,30,22.580687,89.666652,Bagerhat,3,0.242914979757085,1,3.0,2.5,1,1,1,3,0,1,5,1,2,30,0,4,1,0,4,1,1,2,267.1997016743833,30,3,0,4,1,0,0,0,0,1,2,27.676113485280915,7.5,13.405910448419766,100.0,50,1
75,55,Higher Secondary,20,22.676317,89.409818,Khulna,1,1.1133603238866396,3,5.0,2.5,1,3,1,3,0,1,3,2,2,55,2,0,0,0,2,1,1,1,260.844318011253,8,2,1,3,1,0,0,0,0,1,2,28.070350813743364,7.5,13.194965794248976,45.54103394571106,0,0
56,49,Secondary,13,22.579864,89.704947,Bagerhat,3,0.1214574898785425,1,3.0,1.5,1,3,1,3,0,1,2,2,2,30,1,0,0,0,4,1,3,1,148.6041277384161,15,2,0,4,1,0,0,0,0,1,2,26.438829348779482,9.0,11.805114856908236,26.935654476424425,50,1
128,48,Primary,7,22.78872,89.334755,Khulna,3,0.25101214574898784,2,5.5,3.0,1,4,1,1,0,1,2,3,2,60,1,0,0,0,3,1,1,3,417.4611711310076,8,2,0,4,0,0,0,0,0,1,2,34.92278068215991,7.6,11.429355714186135,37.29652212575044,0,0
29,50,Junior Secondary,12,22.700904,89.457357,Khulna,3,0.14979757085020243,1,2.0,1.0,1,2,1,1,0,1,3,3,2,30,3,0,0,0,1,0,3,1,167.15867137302146,30,2,1,4,0,0,0,0,0,1,2,27.136491566565258,6.0,3.87427405025713,21.07214568776984,0,0
159,48,Higher Secondary,18,22.670353,89.050727,Satkhira,3,0.44534412955465585,3,3.0,1.0,1,3,1,1,0,1,3,2,2,45,0,2,0,0,1,1,1,2,331.0660086955038,30,2,1,5,0,0,0,0,1,1,2,27.27646737978635,6.0,5.160034423863238,36.603997244606646,0,0
85,38,Secondary,5,22.691389,89.4825,Khulna,3,0.15384615384615385,1,4.0,3.0,1,4,1,3,0,1,3,2,2,105,2,0,0,0,4,0,1,1,83.33906213517082,5,1,0,1,0,0,0,0,0,1,2,37.0,8.6,11.335163090009445,65.5820521389174,70,1
144,40,Junior Secondary,25,22.69052,89.47413,Khulna,3,2.5506072874493926,3,4.0,2.5,0,4,1,1,0,1,1,3,2,30,0,2,0,0,3,0,1,1,20.0,16,2,1,1,0,0,0,0,0,1,2,25.536212693143842,8.5,13.204903908259892,73.94743354092373,0,0
